index,genres,popularity,movie_id,keywords,overview,title,cast,director
2220,Comedy Family,5.886228,31117,baby baseball scientific study computer genius,"Following on from the plot of the last movie, babies can communicate with each other using 'baby talk', and have an innate knowledge of the secrets of the universe. The baby geniuses become involved in a scheme by media mogul Bill Biscane (Jon Voight). Helping the geniuses is a legendary superbaby named Kahuna. He joins up with several other babies in an attempt to stop Biscane, who intends to use a state-of-the-art satellite system to control the world's population.",Superbabies: Baby Geniuses 2,Jon Voight Scott Baio Vanessa Angel Skyler Shaye Whoopi Goldberg,Bob Clark
2221,Action Comedy Crime,6.925645,9074,mistake in person false identity arms dealer cop police officer,"Special Agent Derrick Vann is a man out to get the man who killed his partner but a case of mistaken identity leads him to Andy Fidler, a salesman with too many questions and a knack of getting in Vanns way",The Man,Samuel L. Jackson Eugene Levy Luke Goss Miguel Ferrer Susie Essman,Les Mayfield
2222,Action Comedy Crime,9.36146,14396,,"Cedric the Entertainer plays Jake, a seemingly regular guy who has no idea who he is after being hit over the head by mysterious assailants. When he finds himself entangled in a government conspiracy, Jake and his pursuers become convinced that he is an undercover agent.",Code Name: The Cleaner,Cedric the Entertainer Lucy Liu Nicollette Sheridan Mark Dacascos Callum Keith Rennie,Les Mayfield
2223,Comedy,6.102663,15673,gay drag queen mistaken identity,"After accidentally witnessing a mafia hit in the Windy City, gal pals Connie and Carla skip town for L.A., where they go way undercover as singers working the city's dinner theater circuit ... as drag queens. Now, it's not enough that they become big hits on the scene; things get extra-weird when Connie meets Jeff -- a guy she'd like to be a woman with",Connie and Carla,Nia Vardalos Toni Collette David Duchovny Stephen Spinella Alec Mapa,Michael Lembeck
2224,Comedy Drama Music Romance,0.709143,42618,broken engagement charity celebrity tragic love dancehall girl,"Taxi dancer Charity continues to have Faith in the human race despite apparently endless disappointments at its hands, and Hope that she will finally meet the nice young man to romance her away from her sleazy life. Maybe, just maybe, handsome Oscar will be the one to do it.",Sweet Charity,"Shirley MacLaine John McMartin Ricardo Montalban Sammy Davis, Jr. Chita Rivera",Bob Fosse
2225,Comedy Romance Crime Drama Mystery,45.742217,171274,based on novel 1970s private investigator smoking marijuana los angeles,"In Los Angeles at the turn of the 1970s, drug-fueled detective Larry ""Doc"" Sportello investigates the disappearance of an ex-girlfriend.",Inherent Vice,Joaquin Phoenix Josh Brolin Owen Wilson Katherine Waterston Reese Witherspoon,Paul Thomas Anderson
2226,Family,1.682839,24432,,"This is the story of Doogal, an adorable candy-loving mutt who goes on a mission to save the world.",Doogal,Daniel Tay Jimmy Fallon Jon Stewart Whoopi Goldberg William H. Macy,Frank Passingham
2227,Music Drama,8.237336,109417,musical 3d,"A down-on-his-luck coach is hired to prepare a team of the best American dancers for an international tournament that attracts all the best crews from around the world, but the Americans haven't won in fifteen years.",Battle of the Year,Josh Holloway Josh Peck Chris Brown Laz Alonso Caity Lotz,Benson Lee
2228,Comedy Fantasy,2.605374,13948,terrorist parody documentary filmmaker sattire,"In An American Carol a cynical, Anti-American Hollywood filmmaker sets out on a crusade to abolish the 4th of July holiday. He is visited by three spirits who take him on a hilarious journey in an attempt to show him the true meaning of America.",An American Carol,Kevin Farley Kelsey Grammer Leslie Nielsen Trace Adkins Robert Davi,David Zucker
2229,Action Crime Thriller,29.072964,106747,mexico white house nuclear missile machete outer space,Ex-Federale agent Machete is recruited by the President of the United States for a mission which would be impossible for any mortal man – he must take down a madman revolutionary and an eccentric billionaire arms dealer who has hatched a plan to spread war and anarchy across the planet.,Machete Kills,Danny Trejo Mel Gibson Amber Heard Michelle Rodriguez Sof\u00eda Vergara,Robert Rodriguez
2230,Horror,1.322528,10929,bad boss evil mother revenge humiliation obedience,"Desperate for companionship, the repressed Willard befriends a group of rats that inhabit his late father's deteriorating mansion. In these furry creatures, Willard finds temporary refuge from daily abuse at the hands of his bedridden mother and his father's old partner, Frank. Soon it becomes clear that the brood of rodents is ready and willing to exact a vicious, deadly revenge on anyone who dares to bully their sensitive new master.",Willard,Crispin Glover R. Lee Ermey Laura Harring Jackie Burroughs Ashlyn Gere,Glen Morgan
2231,Comedy,4.961306,14220,tv show bigfoot,"With the ratings dropping for a wilderness-themed TV show, two animal fans go to the Andes in search of Bigfoot.",Strange Wilderness,Steve Zahn Allen Covert Jonah Hill Kevin Heffernan Ashley Scott,Fred Wolf
2232,Comedy Drama Music,8.628519,46435,prostitute musical biography telephone call cigar smoking,"After their production ""Princess Ida"" meets with less-than-stunning reviews, the relationship between Gilbert and Sullivan is strained to breaking. Their friends and associates attempt to get the two to work together again, which opens the way to ""The Mikado,"" one of the duo's greatest successes.",Topsy-Turvy,Allan Corduner Jim Broadbent Timothy Spall Dexter Fletcher Shirley Henderson,Mike Leigh
2233,Comedy Drama War,12.232048,256962,japanese world war ii spirituality,An eight-year-old boy is willing to do whatever it takes to end World War II so he can bring his father home. The story reveals the indescribable love a father has for his little boy and the love a son has for his father.,Little Boy,Jakob Salvati Emily Watson Cary-Hiroyuki Tagawa Michael Rapaport David Henrie,Alejandro Monteverde
2234,Drama Thriller,27.133277,48231,based on novel psychoanalysis sigmund freud biography spanking,"Seduced by the challenge of an impossible case, the driven Dr. Carl Jung takes the unbalanced yet beautiful Sabina Spielrein as his patient. Jung’s weapon is the method of his master, the renowned Sigmund Freud. Both men fall under Sabina’s spell.",A Dangerous Method,Keira Knightley Viggo Mortensen Michael Fassbender Sarah Gadon Vincent Cassel,David Cronenberg
2235,Animation Science Fiction Thriller,26.093043,3509,california detective based on novel dream undercover,An undercover cop in a not-too-distant future becomes involved with a dangerous new drug and begins to lose his own identity as a result.,A Scanner Darkly,Keanu Reeves Winona Ryder Woody Harrelson Robert Downey Jr. Mitch Baker,Richard Linklater
2236,Drama,13.621201,82684,wave surfing sport mentor prot\u00e9g\u00e9 relationship santa cruz california,Surfer Jay Moriarity sets out to ride the Northern California break known as Mavericks.,Chasing Mavericks,Gerard Butler Jonny Weston Elisabeth Shue Abigail Spencer Leven Rambin,Curtis Hanson
2237,Action Fantasy Horror Thriller,9.292987,12142,detective monster professor island museum,"Edward Carnby is a private investigator specializing in unexplainable supernatural phenomena. His cases delve into the dark corners of the world, searching for truth in the occult remnants of ancient civilizations. Now, the greatest mystery of his past is about to become the most dangerous case he has ever faced.",Alone in the Dark,Christian Slater Tara Reid Stephen Dorff Frank C. Turner Matthew Walker,Uwe Boll
2238,Comedy Drama Family Music,7.716606,23367,new jersey musical battle of the bands teenager rock band,A high school social outcast and the popular girl bond through a shared love of music.,Bandslam,Vanessa Hudgens Aly Michalka Gaelan Connell Lisa Kudrow Scott Porter,Todd Graff
2239,Drama Mystery Thriller,7.698075,10740,loss of husband reincarnation friends little boy independent film,"It took Anna 10 years to recover from the death of her husband, Sean, but now she's on the verge of marrying her boyfriend, Joseph, and finally moving on. However, on the night of her engagement party, a young boy named Sean turns up, saying he is her dead husband reincarnated. At first she ignores the child, but his knowledge of her former husband's life is uncanny, leading her to believe that he might be telling the truth.",Birth,Nicole Kidman Cameron Bright Danny Huston Lauren Bacall Alison Elliott,Jonathan Glazer
2240,Crime Drama Thriller,37.629309,241239,corruption capitalism winter american dream immigrant,"A thriller set in New York City during the winter of 1981, statistically one of the most violent years in the city's history, and centered on a the lives of an immigrant and his family trying to expand their business and capitalize on opportunities as the rampant violence, decay, and corruption of the day drag them in and threaten to destroy all they have built.",A Most Violent Year,Oscar Isaac Jessica Chastain Albert Brooks Elyes Gabel David Oyelowo,J.C. Chandor
2241,Drama Romance War History,2.405911,14582,nurse battle platoon veteran recruitment,"Sergeant Michael Dunne fights in the 10th Battalion, AKA The ""Fighting Tenth"" with the 1st Canadian Division and participated in all major Canadian battles of the war, and set the record for highest number of individual bravery awards for a single battle",Passchendaele,Paul Gross Caroline Dhavernas Joe Dinicol Meredith Bailey Adam Harrington,Paul Gross
